F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,Label
0.730878053135365,1.17891583965858,1.30078490142412,1.00425719372935,1.52717189003078,1.50611434975298,0.888300347638776,0.98587577766099,0.68953799238916,0.830318528584498,1.33765317772463,0.230585109835827,0.858317303251893,1.05709889804648,0.791163390803901,1.02102230775321,0.296151654831377,0.140017873950534,0.627905094849208,0.90263483720959,0.448429861672855,0.488617359793408,1.06545775787252,1.27696974736972,1.20887980722302,0.643235791541212,1.84566932508621,0.900225145301447,1.18333077945987,0.910123696250377,0.982648649064468,1.00611234832702,1.24898811893754,0.782751362360182,0.71718952713389,0.727398948480853,0.612866059362207,1.74015167551152,1.52617009388849,1.64517107094862,0.68797819709112,Normal
1.43361607881479,0.35183042072079,0.933398620222303,1.23456463444095,1.44800136283921,0.620489103799605,1.7768833081134,1.26646115750077,0.847925609557292,0.889650710892822,1.07571967768072,0.357034771670653,1.13584888382542,0.721415676510756,1.99708822335669,1.3591422529727,1.48785629261377,0.690565709338472,0.817820405388017,1.33363276103383,0.287858782958479,0.950562875159927,1.3684346892335,0.930006454134279,1.40167994018591,0.986423567763496,1.10636489161953,0.754696650168118,1.11268928731299,0.300446965748532,1.45710363355619,0.587542592303754,0.781832410359166,0.349579857647303,0.292314655749558,0.346644771834601,1.03551408306945,1.40875462504385,0.985251617025175,0.944375640750967,0.84358013151285,Normal
1.48799323173627,-0.0890528804120296,-0.415695064679868,0.660294665182586,1.01993625217919,1.39268983670869,0.455471353422531,0.699269027940766,1.98404726896915,0.918346054869349,0.560562461611881,1.20867346131345,-0.411014379844874,0.0259033937076282,2.02583354235538,0.429395106298888,1.57701567296286,0.91827919684197,0.411379813966833,1.80344012037405,1.27634458958535,1.33688602664209,0.457295504166934,0.951842520897158,1.16378641945072,1.67064467975418,0.395610555226403,1.05113463187374,1.05257357334995,0.372122528894733,1.42167279918686,1.14492511397931,2.10456034195795,1.47371470819758,1.86668864810154,0.962431343413132,0.892719787544166,1.2268570240156,0.63260707076754,1.53479229954578,0.625202369100157,Normal
1.16869512618961,1.50416195678576,1.93145562593788,1.4516011861257,1.15807009224438,0.799985346369735,0.712170382637253,0.603088574711142,1.88539942061002,1.10377998277612,0.904186399379187,1.40283582909378,0.950095133872847,1.12655177350516,1.53688170134905,0.399693708422295,0.98736207107589,-0.0757995221353789,1.54597733106165,0.352875840505599,0.86295243610693,1.42736815869795,0.982080430624915,0.86193665448842,1.22895784182919,1.10238492395058,0.315896340289335,0.479031678229977,0.819511086064559,1.29276033241006,1.1485358307261,1.60922974922608,0.557569934143196,1.66772535503691,0.681517073593934,1.49250819452462,1.16680171717868,0.792645230509813,1.65419919170523,1.29250000323691,1.29933220455257,Normal
0.501952951692523,0.425007844805043,0.474068242573088,1.24231477448202,0.86525969520678,1.34118446017686,-0.116286664381314,0.832270776852916,1.04349858711798,1.50838012538536,0.978353487960224,1.21294836486145,1.27919958999334,1.47674932774112,0.833759381339835,1.4568250659985,0.41402638657223,1.18661337050404,1.09218495026773,1.11177699679897,1.09490809587796,1.34134464461065,0.800841117751376,1.67579614343933,0.451366230671792,1.03001125976518,0.921819430859347,1.74947094334408,0.564334016911296,1.89376477141455,1.03800767845954,1.67821920152489,0.694381283035526,1.74885078133337,1.22376061205041,0.735074915203657,0.225132587527411,0.0673655031141283,0.11057647897003,1.2919599704946,0.601352121401489,Normal
0.73839298415678,0.591556310842434,0.483753980459219,0.349328312542896,0.102206343003766,1.65999724404054,1.29632205492833,1.5593281125864,1.63413419890376,0.311206448604101,0.708130578181284,2.08279528815467,0.988683929913537,0.431482094153784,1.62337679983576,1.64637634845834,0.797304598837949,1.41758703868681,1.77614798930364,1.11125645080668,0.50267618806361,0.779969416248821,1.24446596895034,1.0236657134813,0.62700800854941,0.693420429525726,1.0067645222431,1.30765110655516,0.936853982719286,0.811448880667796,0.113556678675493,1.11586460175003,0.565450251678448,0.534410404343003,0.976846650573507,1.32304190748488,0.893567036626753,1.05258521140126,1.11026927945651,0.302316382488368,1.12813157030281,Normal
0.351276261416305,1.07383402350748,1.84164869232114,1.33995205195745,0.833336221621757,1.95298877266028,0.782716883596,0.406954905615763,1.01545414773923,0.292179970884878,1.82278455410245,1.03327612713181,0.79239110971821,1.08705954837157,0.941804627998617,1.10960310237713,1.1138634520309,1.72545452689333,0.599024737350627,1.37001749356371,0.635935873738446,1.82447805949297,1.06570954216342,0.637102537547215,0.96381119310807,0.836560739936332,0.834105165193743,0.740225971764023,1.60825135805127,0.817042949583909,0.32297642305326,0.890876475458772,1.14387615907666,1.42919631965728,0.792933571703597,0.693391370399601,0.315922280934239,1.23481772136407,1.05507945369271,0.608635336150253,0.184667132845861,Normal
1.45869429457297,1.27784306973647,1.67965148350351,1.55865280478966,1.64326778417221,0.948004675671688,1.54220533579405,1.15936675125484,1.13729604228133,0.537563159303205,1.36223866330502,1.03319747650226,1.98677449848964,0.803036916755812,0.996020322560046,1.15493348501623,1.46388084442873,1.27195010620934,1.20313959242654,0.946235684937782,1.35676407579776,0.53719761595026,0.922691406292071,1.11633145451831,0.345910700560272,1.55009518235577,0.85244454639589,0.331984258007249,1.06003142785385,-0.879796443940481,0.412780845727561,1.53898411289113,0.662174235367374,0.799250835117596,1.17021761853674,0.929741576798187,2.11292666314576,0.913911412252588,0.198059445043074,0.695297133965143,0.933552493063416,Normal
1.08830081430877,1.55528965856152,1.11225478659366,1.21838651488587,0.145756994320896,1.22334302490205,0.956662818192593,1.45992884033127,0.127290712192055,1.1451437851317,1.12660730862345,0.950379975279797,1.45262230836389,1.31584340327385,0.701345236441419,1.26563117660533,0.697759636375394,0.55468247295373,1.17617781975024,0.749186776389353,1.63325343671275,2.24553542117439,1.0235904360496,2.13906061294241,1.17694007951329,1.04569593739291,0.0166416585064004,0.460544385543097,1.46793288804534,-0.112437946149881,0.530948179049177,1.17695472677357,0.68193598814017,0.397682877670416,0.209542493384029,1.89608547412974,1.10279844253133,1.51563987711982,0.87736910689272,-0.124437345210099,1.3466620212191,Normal
1.37758996783874,0.737062549615185,1.09402792067691,1.42449667849203,0.866145137310561,1.50348250843663,1.42605037952896,0.192225463598842,1.60403031480429,1.53281498877168,0.911320382970936,0.529729282292532,1.15288737925388,0.494356602198537,1.10124012587239,1.10529643206166,0.762202825553321,2.11931020383696,0.784148679210622,1.64007684126017,0.0209329567703253,1.58344688454704,1.71355186203092,0.927603989072916,1.63512022543914,1.03000160954561,0.707169297500152,1.5970312964178,1.62257256109357,0.382395435968488,1.49070498773265,-0.00546915644144663,1.15838450193002,1.80581122505965,0.799744105076105,1.39518485808829,1.32875962811551,1.03786095923084,1.41201627993158,0.598734693214275,0.831302045041514,Normal
